op_id_v2,cut,1st_exon,op_type_v2,exon_id,region_id,transcript_id,gene_id,exon_number,gene_type
EANN00899307|R0558|DI|T295247|1,dins,1,DI,EANN00899307,R0558,T295247,G069045,1,protein_coding
EANN00899307|R0843|DI|T295247|1,dins,1,DI,EANN00899307,R0843,T295247,G069045,1,protein_coding
EANN00899307|R0557|DP|T295249|1,dpar,1,DP,EANN00899307,R0557,T295249,G069045,1,protein_coding
EANN00899307|R1051|DI|T295249|1,dins,1,DI,EANN00899307,R1051,T295249,G069045,1,protein_coding
EANN00899307|R0558|DI|T295249|1,dins,1,DI,EANN00899307,R0558,T295249,G069045,1,protein_coding
EANN00899307|R0843|DI|T295249|1,dins,1,DI,EANN00899307,R0843,T295249,G069045,1,protein_coding
EANN00899307|R0557|DP|T295252|1,dpar,1,DP,EANN00899307,R0557,T295252,G069045,1,protein_coding
EANN00899307|R1051|DI|T295252|1,dins,1,DI,EANN00899307,R1051,T295252,G069045,1,protein_coding
EANN00899307|R0558|DI|T295252|1,dins,1,DI,EANN00899307,R0558,T295252,G069045,1,protein_coding
EANN00899307|R0843|DI|T295252|1,dins,1,DI,EANN00899307,R0843,T295252,G069045,1,protein_coding
EANN00899307|R0557|DP|T295253|1,dpar,1,DP,EANN00899307,R0557,T295253,G069045,1,protein_coding
EANN00899307|R1051|DI|T295253|1,dins,1,DI,EANN00899307,R1051,T295253,G069045,1,protein_coding
EANN00899307|R0558|DI|T295253|1,dins,1,DI,EANN00899307,R0558,T295253,G069045,1,protein_coding
EANN00899307|R0843|DI|T295253|1,dins,1,DI,EANN00899307,R0843,T295253,G069045,1,protein_coding
EANN00899308|R0557|DP|T295248|1,dpar,1,DP,EANN00899308,R0557,T295248,G069045,1,protein_coding
EANN00899308|R1051|DI|T295248|1,dins,1,DI,EANN00899308,R1051,T295248,G069045,1,protein_coding
EANN00899308|R0558|DI|T295248|1,dins,1,DI,EANN00899308,R0558,T295248,G069045,1,protein_coding
EANN00899308|R0843|DI|T295248|1,dins,1,DI,EANN00899308,R0843,T295248,G069045,1,protein_coding
EANN00899308|R0557|DP|T295250|1,dpar,1,DP,EANN00899308,R0557,T295250,G069045,1,protein_coding
EANN00899308|R1051|DI|T295250|1,dins,1,DI,EANN00899308,R1051,T295250,G069045,1,protein_coding
EANN00899308|R0558|DI|T295250|1,dins,1,DI,EANN00899308,R0558,T295250,G069045,1,protein_coding
EANN00899308|R0843|DI|T295250|1,dins,1,DI,EANN00899308,R0843,T295250,G069045,1,protein_coding
EANN00899308|R0557|DP|T295251|1,dpar,1,DP,EANN00899308,R0557,T295251,G069045,1,protein_coding
EANN00899308|R1051|DI|T295251|1,dins,1,DI,EANN00899308,R1051,T295251,G069045,1,protein_coding
EANN00899308|R0558|DI|T295251|1,dins,1,DI,EANN00899308,R0558,T295251,G069045,1,protein_coding
EANN00899308|R0843|DI|T295251|1,dins,1,DI,EANN00899308,R0843,T295251,G069045,1,protein_coding
EANN00899308|R0557|DP|T295254|1,dpar,1,DP,EANN00899308,R0557,T295254,G069045,1,protein_coding
EANN00899308|R1051|DI|T295254|1,dins,1,DI,EANN00899308,R1051,T295254,G069045,1,protein_coding
EANN00899308|R0558|DI|T295254|1,dins,1,DI,EANN00899308,R0558,T295254,G069045,1,protein_coding
EANN00899308|R0843|DI|T295254|1,dins,1,DI,EANN00899308,R0843,T295254,G069045,1,protein_coding
EANN00899308|R0557|DP|T295255|1,dpar,1,DP,EANN00899308,R0557,T295255,G069045,1,protein_coding
EANN00899308|R1051|DI|T295255|1,dins,1,DI,EANN00899308,R1051,T295255,G069045,1,protein_coding
EANN00899308|R0558|DI|T295255|1,dins,1,DI,EANN00899308,R0558,T295255,G069045,1,protein_coding
EANN00899308|R0843|DI|T295255|1,dins,1,DI,EANN00899308,R0843,T295255,G069045,1,protein_coding
EANN00899308|R0557|DP|T295256|1,dpar,1,DP,EANN00899308,R0557,T295256,G069045,1,protein_coding
EANN00899308|R1051|DI|T295256|1,dins,1,DI,EANN00899308,R1051,T295256,G069045,1,protein_coding
EANN00899308|R0558|DI|T295256|1,dins,1,DI,EANN00899308,R0558,T295256,G069045,1,protein_coding
EANN00899308|R0843|DI|T295256|1,dins,1,DI,EANN00899308,R0843,T295256,G069045,1,protein_coding
EANN00899308|R0557|DP|T295257|1,dpar,1,DP,EANN00899308,R0557,T295257,G069045,1,protein_coding
EANN00899308|R1051|DI|T295257|1,dins,1,DI,EANN00899308,R1051,T295257,G069045,1,protein_coding
EANN00899308|R0558|DI|T295257|1,dins,1,DI,EANN00899308,R0558,T295257,G069045,1,protein_coding
EANN00899308|R0843|DI|T295257|1,dins,1,DI,EANN00899308,R0843,T295257,G069045,1,protein_coding
EANN00899308|R0557|DP|T295258|1,dpar,1,DP,EANN00899308,R0557,T295258,G069045,1,protein_coding
EANN00899308|R1051|DI|T295258|1,dins,1,DI,EANN00899308,R1051,T295258,G069045,1,protein_coding
EANN00899308|R0558|DI|T295258|1,dins,1,DI,EANN00899308,R0558,T295258,G069045,1,protein_coding
EANN00899308|R0843|DI|T295258|1,dins,1,DI,EANN00899308,R0843,T295258,G069045,1,protein_coding
EANN00899309|R0557|DF|T295259|1,dpar,1,DF,EANN00899309,R0557,T295259,G069046,1,lncRNA
EANN00899309|R1051|DI|T295259|1,dins,1,DI,EANN00899309,R1051,T295259,G069046,1,lncRNA
EANN00899311|R0558|DP|T295259|2,dpar,0,DP,EANN00899311,R0558,T295259,G069046,2,lncRNA
EANN00899311|R0843|DP|T295259|2,dpar,0,DP,EANN00899311,R0843,T295259,G069046,2,lncRNA
EANN00899310|R0558|DF|T295260|1,dcom,1,DF,EANN00899310,R0558,T295260,G069046,1,lncRNA
EANN00899310|R0843|DF|T295260|1,dcom,1,DF,EANN00899310,R0843,T295260,G069046,1,lncRNA
EANN00899312|R0558|DP|T295260|2,dpar,0,DP,EANN00899312,R0558,T295260,G069046,2,lncRNA
EANN00899312|R0843|DP|T295260|2,dpar,0,DP,EANN00899312,R0843,T295260,G069046,2,lncRNA
EANN00906901|R0152|DP|T298311|5,dpar,0,DP,EANN00906901,R0152,T298311,G069717,5,lncRNA
EANN00906901|R0152|DP|T298312|6,dpar,0,DP,EANN00906901,R0152,T298312,G069717,6,lncRNA
EANN00906901|R0152|DP|T298313|6,dpar,0,DP,EANN00906901,R0152,T298313,G069717,6,lncRNA
EANN00906901|R0152|DP|T298316|4,dpar,0,DP,EANN00906901,R0152,T298316,G069717,4,lncRNA
EANN00909450|R0648|DC|T299294|4,dcom,0,DC,EANN00909450,R0648,T299294,G069961,4,lncRNA
EANN00909450|R0648|DC|T299299|4,dcom,0,DC,EANN00909450,R0648,T299299,G069961,4,lncRNA
EANN00909451|R0648|DF|T299308|1,dpar,1,DF,EANN00909451,R0648,T299308,G069965,1,lncRNA
EANN00909451|R1085|DI|T299308|1,dins,1,DI,EANN00909451,R1085,T299308,G069965,1,lncRNA
EANN00909452|R0648|DC|T299300|4,dcom,0,DC,EANN00909452,R0648,T299300,G069961,4,lncRNA
EANN00909452|R1085|DP|T299300|4,dpar,0,DP,EANN00909452,R1085,T299300,G069961,4,lncRNA
EANN00909453|R0648|DF|ENST00000411553.3|1,dpar,1,DF,EANN00909453,R0648,ENST00000411553.3,ENSG00000228223.3,1,lncRNA
EANN00909453|R1085|DI|ENST00000411553.3|1,dins,1,DI,EANN00909453,R1085,ENST00000411553.3,ENSG00000228223.3,1,lncRNA
EANN00910271|R0848|DP|T299703|4,dpar,0,DP,EANN00910271,R0848,T299703,G070076,4,mixed_read_through
EANN00910324|R0562|DP|T299703|5,dpar,0,DP,EANN00910324,R0562,T299703,G070076,5,mixed_read_through
EANN00910271|R0848|DP|T299704|4,dpar,0,DP,EANN00910271,R0848,T299704,G070076,4,mixed_read_through
EANN00910324|R0562|DP|T299704|5,dpar,0,DP,EANN00910324,R0562,T299704,G070076,5,mixed_read_through
EANN00910271|R0848|DP|T299706|4,dpar,0,DP,EANN00910271,R0848,T299706,G070076,4,mixed_read_through
EANN00910324|R0562|DP|T299706|5,dpar,0,DP,EANN00910324,R0562,T299706,G070076,5,mixed_read_through
EANN00910271|R0848|DP|T299707|4,dpar,0,DP,EANN00910271,R0848,T299707,G070076,4,mixed_read_through
EANN00910324|R0562|DP|T299707|5,dpar,0,DP,EANN00910324,R0562,T299707,G070076,5,mixed_read_through
EANN00910271|R0848|DP|T299708|4,dpar,0,DP,EANN00910271,R0848,T299708,G070076,4,mixed_read_through
EANN00910324|R0562|DP|T299708|5,dpar,0,DP,EANN00910324,R0562,T299708,G070076,5,mixed_read_through
EANN00910271|R0848|DP|T299709|4,dpar,0,DP,EANN00910271,R0848,T299709,G070076,4,mixed_read_through
EANN00910324|R0562|DP|T299709|5,dpar,0,DP,EANN00910324,R0562,T299709,G070076,5,mixed_read_through
EANN00910271|R0848|DP|T299710|4,dpar,0,DP,EANN00910271,R0848,T299710,G070076,4,mixed_read_through
EANN00910324|R0562|DP|T299710|5,dpar,0,DP,EANN00910324,R0562,T299710,G070076,5,mixed_read_through
EANN00910271|R0848|DP|T299711|4,dpar,0,DP,EANN00910271,R0848,T299711,G070076,4,mixed_read_through
EANN00910324|R0562|DP|T299711|5,dpar,0,DP,EANN00910324,R0562,T299711,G070076,5,mixed_read_through
EANN00910271|R0848|DP|T299712|4,dpar,0,DP,EANN00910271,R0848,T299712,G070076,4,mixed_read_through
EANN00910324|R0562|DP|T299712|5,dpar,0,DP,EANN00910324,R0562,T299712,G070076,5,mixed_read_through
EANN00910271|R0848|DP|T299713|4,dpar,0,DP,EANN00910271,R0848,T299713,G070076,4,mixed_read_through
EANN00910324|R0562|DP|T299713|5,dpar,0,DP,EANN00910324,R0562,T299713,G070076,5,mixed_read_through
EANN00910272|R0848|DP|T299702|4,dpar,0,DP,EANN00910272,R0848,T299702,G070076,4,mixed_read_through
EANN00910272|R0848|DP|T299714|4,dpar,0,DP,EANN00910272,R0848,T299714,G070076,4,mixed_read_through
EANN00910272|R0848|DP|T299716|4,dpar,0,DP,EANN00910272,R0848,T299716,G070076,4,mixed_read_through
EANN00910273|R0848|DI|T299701|4,dins,0,DI,EANN00910273,R0848,T299701,G070076,4,mixed_read_through
EANN00910273|R0848|DI|T299718|4,dins,0,DI,EANN00910273,R0848,T299718,G070076,4,mixed_read_through
EANN00910273|R0848|DI|T299719|4,dins,0,DI,EANN00910273,R0848,T299719,G070076,4,mixed_read_through
EANN00910274|R0848|DP|T299705|5,dpar,0,DP,EANN00910274,R0848,T299705,G070076,5,mixed_read_through
EANN00910324|R0562|DP|T299705|6,dpar,0,DP,EANN00910324,R0562,T299705,G070076,6,mixed_read_through
EANN00910274|R0848|DP|T299715|5,dpar,0,DP,EANN00910274,R0848,T299715,G070076,5,mixed_read_through
EANN00910324|R0562|DP|T299715|6,dpar,0,DP,EANN00910324,R0562,T299715,G070076,6,mixed_read_through
EANN00910275|R0848|DF|ENST00000529104.1|1,dcom,1,DF,EANN00910275,R0848,ENST00000529104.1,ENSG00000219891.2,1,transcribed_unprocessed_pseudogene
EANN00910276|R0848|DF|T299720|1,dcom,1,DF,EANN00910276,R0848,T299720,G070077,1,lncRNA
EANN00910290|R1054|DP|T299720|2,dpar,0,DP,EANN00910290,R1054,T299720,G070077,2,lncRNA
EANN00910321|R0562|DC|T299720|4,dcom,0,DC,EANN00910321,R0562,T299720,G070077,4,lncRNA
EANN00910276|R0848|DF|T299721|1,dcom,1,DF,EANN00910276,R0848,T299721,G070077,1,lncRNA
EANN00910291|R1054|DP|T299721|2,dpar,0,DP,EANN00910291,R1054,T299721,G070077,2,lncRNA
EANN00910323|R0562|DC|T299721|3,dcom,0,DC,EANN00910323,R0562,T299721,G070077,3,lncRNA
EANN00910276|R0848|DF|T299722|1,dcom,1,DF,EANN00910276,R0848,T299722,G070077,1,lncRNA
EANN00910292|R1054|DP|T299722|2,dpar,0,DP,EANN00910292,R1054,T299722,G070077,2,lncRNA
EANN00910323|R0562|DC|T299722|3,dcom,0,DC,EANN00910323,R0562,T299722,G070077,3,lncRNA
EANN00910286|R1054|DI|ENST00000667674.1|2,dins,0,DI,EANN00910286,R1054,ENST00000667674.1,ENSG00000269293.3,2,lncRNA
EANN00910317|R0562|DF|ENST00000667674.1|1,dcom,1,DF,EANN00910317,R0562,ENST00000667674.1,ENSG00000269293.3,1,lncRNA
EANN00910287|R1054|DI|T299725|1,dins,1,DI,EANN00910287,R1054,T299725,G070077,1,lncRNA
EANN00910320|R0562|DC|T299725|3,dcom,0,DC,EANN00910320,R0562,T299725,G070077,3,lncRNA
EANN00910288|R1054|DI|T299727|1,dins,1,DI,EANN00910288,R1054,T299727,G070077,1,lncRNA
EANN00910323|R0562|DC|T299727|2,dcom,0,DC,EANN00910323,R0562,T299727,G070077,2,lncRNA
EANN00910289|R1054|DI|T299726|1,dins,1,DI,EANN00910289,R1054,T299726,G070077,1,lncRNA
EANN00910322|R0562|DC|T299726|2,dcom,0,DC,EANN00910322,R0562,T299726,G070077,2,lncRNA
EANN00910308|R0562|DI|T299729|3,dins,0,DI,EANN00910308,R0562,T299729,G070076,3,mixed_read_through
EANN00910310|R0562|DI|T299733|4,dins,0,DI,EANN00910310,R0562,T299733,G070076,4,mixed_read_through
EANN00910311|R0562|DI|T299732|4,dins,0,DI,EANN00910311,R0562,T299732,G070076,4,mixed_read_through
EANN00910312|R0562|DI|T299730|4,dins,0,DI,EANN00910312,R0562,T299730,G070076,4,mixed_read_through
EANN00910314|R0562|DI|T299728|4,dins,0,DI,EANN00910314,R0562,T299728,G070076,4,mixed_read_through
EANN00910315|R0562|DF|ENST00000671586.1|1,dpar,1,DF,EANN00910315,R0562,ENST00000671586.1,ENSG00000269293.3,1,lncRNA
EANN00910316|R0562|DF|ENST00000660873.1|1,dcom,1,DF,EANN00910316,R0562,ENST00000660873.1,ENSG00000269293.3,1,lncRNA
EANN00910318|R0562|DF|ENST00000602810.1|1,dcom,1,DF,EANN00910318,R0562,ENST00000602810.1,ENSG00000269293.3,1,lncRNA
EANN00910319|R0562|DF|ENST00000600652.1|1,dcom,1,DF,EANN00910319,R0562,ENST00000600652.1,ENSG00000269293.3,1,lncRNA
EANN00910325|R0562|DF|ENST00000565046.1|1,dpar,1,DF,EANN00910325,R0562,ENST00000565046.1,ENSG00000261839.1,1,lncRNA
EANN00911508|R1055|DI|T300258|1,dins,1,DI,EANN00911508,R1055,T300258,G070193,1,mixed_read_through
EANN00911527|R0563|DP|T300258|3,dpar,0,DP,EANN00911527,R0563,T300258,G070193,3,mixed_read_through
EANN00911527|R0849|DI|T300258|3,dins,0,DI,EANN00911527,R0849,T300258,G070193,3,mixed_read_through
EANN00911541|R1056|DI|T300258|4,dins,0,DI,EANN00911541,R1056,T300258,G070193,4,mixed_read_through
EANN00911541|R0564|DP|T300258|4,dpar,0,DP,EANN00911541,R0564,T300258,G070193,4,mixed_read_through
EANN00911509|R1055|DI|T300260|1,dins,1,DI,EANN00911509,R1055,T300260,G070193,1,mixed_read_through
EANN00911536|R0850|DC|T300260|2,dcom,0,DC,EANN00911536,R0850,T300260,G070193,2,mixed_read_through
EANN00911541|R1056|DI|T300260|3,dins,0,DI,EANN00911541,R1056,T300260,G070193,3,mixed_read_through
EANN00911541|R0564|DP|T300260|3,dpar,0,DP,EANN00911541,R0564,T300260,G070193,3,mixed_read_through
EANN00911510|R1055|DI|T300259|1,dins,1,DI,EANN00911510,R1055,T300259,G070193,1,mixed_read_through
EANN00911510|R0563|DI|T300259|1,dins,1,DI,EANN00911510,R0563,T300259,G070193,1,mixed_read_through
EANN00911510|R0849|DI|T300259|1,dins,1,DI,EANN00911510,R0849,T300259,G070193,1,mixed_read_through
EANN00911510|R0850|DF|T300259|1,dpar,1,DF,EANN00911510,R0850,T300259,G070193,1,mixed_read_through
EANN00911541|R1056|DI|T300259|2,dins,0,DI,EANN00911541,R1056,T300259,G070193,2,mixed_read_through
EANN00911541|R0564|DP|T300259|2,dpar,0,DP,EANN00911541,R0564,T300259,G070193,2,mixed_read_through
EANN00911511|R1055|DI|T300257|1,dins,1,DI,EANN00911511,R1055,T300257,G070193,1,mixed_read_through
EANN00911511|R0563|DI|T300257|1,dins,1,DI,EANN00911511,R0563,T300257,G070193,1,mixed_read_through
EANN00911511|R0849|DI|T300257|1,dins,1,DI,EANN00911511,R0849,T300257,G070193,1,mixed_read_through
EANN00911511|R0850|DI|T300257|1,dins,1,DI,EANN00911511,R0850,T300257,G070193,1,mixed_read_through
EANN00911511|R1056|DI|T300257|1,dins,1,DI,EANN00911511,R1056,T300257,G070193,1,mixed_read_through
EANN00911511|R0564|DF|T300257|1,dpar,1,DF,EANN00911511,R0564,T300257,G070193,1,mixed_read_through
EANN00911512|R1055|DI|ENST00000458236.1|6,dins,0,DI,EANN00911512,R1055,ENST00000458236.1,ENSG00000214922.9,6,lncRNA
EANN00911535|R0563|DC|ENST00000458236.1|2,dcom,0,DC,EANN00911535,R0563,ENST00000458236.1,ENSG00000214922.9,2,lncRNA
EANN00911539|R1056|DF|ENST00000458236.1|1,dpar,1,DF,EANN00911539,R1056,ENST00000458236.1,ENSG00000214922.9,1,lncRNA
EANN00911517|R0563|DP|T300246|2,dpar,0,DP,EANN00911517,R0563,T300246,G070193,2,mixed_read_through
EANN00911517|R0849|DI|T300246|2,dins,0,DI,EANN00911517,R0849,T300246,G070193,2,mixed_read_through
EANN00911541|R1056|DI|T300246|3,dins,0,DI,EANN00911541,R1056,T300246,G070193,3,mixed_read_through
EANN00911541|R0564|DP|T300246|3,dpar,0,DP,EANN00911541,R0564,T300246,G070193,3,mixed_read_through
EANN00911518|R0563|DI|T300249|2,dins,0,DI,EANN00911518,R0563,T300249,G070193,2,mixed_read_through
EANN00911518|R0849|DI|T300249|2,dins,0,DI,EANN00911518,R0849,T300249,G070193,2,mixed_read_through
EANN00911518|R0850|DI|T300249|2,dins,0,DI,EANN00911518,R0850,T300249,G070193,2,mixed_read_through
EANN00911518|R1056|DI|T300249|2,dins,0,DI,EANN00911518,R1056,T300249,G070193,2,mixed_read_through
EANN00911518|R0564|DP|T300249|2,dpar,0,DP,EANN00911518,R0564,T300249,G070193,2,mixed_read_through
EANN00911527|R0563|DP|T300250|5,dpar,0,DP,EANN00911527,R0563,T300250,G070193,5,mixed_read_through
EANN00911527|R0849|DI|T300250|5,dins,0,DI,EANN00911527,R0849,T300250,G070193,5,mixed_read_through
EANN00911541|R1056|DI|T300250|6,dins,0,DI,EANN00911541,R1056,T300250,G070193,6,mixed_read_through
EANN00911541|R0564|DP|T300250|6,dpar,0,DP,EANN00911541,R0564,T300250,G070193,6,mixed_read_through
EANN00911528|R0563|DI|T300248|5,dins,0,DI,EANN00911528,R0563,T300248,G070193,5,mixed_read_through
EANN00911528|R0849|DI|T300248|5,dins,0,DI,EANN00911528,R0849,T300248,G070193,5,mixed_read_through
EANN00911528|R0850|DI|T300248|5,dins,0,DI,EANN00911528,R0850,T300248,G070193,5,mixed_read_through
EANN00911528|R1056|DI|T300248|5,dins,0,DI,EANN00911528,R1056,T300248,G070193,5,mixed_read_through
EANN00911528|R0564|DP|T300248|5,dpar,0,DP,EANN00911528,R0564,T300248,G070193,5,mixed_read_through
EANN00911532|R0563|DP|ENST00000510438.1|4,dpar,0,DP,EANN00911532,R0563,ENST00000510438.1,ENSG00000273340.1,4,transcribed_unprocessed_pseudogene
EANN00911534|R0563|DC|ENST00000510438.1|3,dcom,0,DC,EANN00911534,R0563,ENST00000510438.1,ENSG00000273340.1,3,transcribed_unprocessed_pseudogene
EANN00911534|R0849|DC|ENST00000510438.1|3,dcom,0,DC,EANN00911534,R0849,ENST00000510438.1,ENSG00000273340.1,3,transcribed_unprocessed_pseudogene
EANN00911535|R0563|DC|ENST00000510438.1|2,dcom,0,DC,EANN00911535,R0563,ENST00000510438.1,ENSG00000273340.1,2,transcribed_unprocessed_pseudogene
EANN00911533|R0563|DC|T300242|2,dcom,0,DC,EANN00911533,R0563,T300242,G070193,2,mixed_read_through
EANN00911533|R0849|DI|T300242|2,dins,0,DI,EANN00911533,R0849,T300242,G070193,2,mixed_read_through
EANN00911536|R0850|DC|ENST00000399247.6|2,dcom,0,DC,EANN00911536,R0850,ENST00000399247.6,ENSG00000214922.9,2,lncRNA
EANN00911540|R1056|DF|ENST00000399247.6|1,dpar,1,DF,EANN00911540,R1056,ENST00000399247.6,ENSG00000214922.9,1,lncRNA
EANN00911536|R0850|DC|T300253|5,dcom,0,DC,EANN00911536,R0850,T300253,G070193,5,mixed_read_through
EANN00911541|R1056|DI|T300253|6,dins,0,DI,EANN00911541,R1056,T300253,G070193,6,mixed_read_through
EANN00911541|R0564|DP|T300253|6,dpar,0,DP,EANN00911541,R0564,T300253,G070193,6,mixed_read_through
EANN00911541|R1056|DI|T300247|2,dins,0,DI,EANN00911541,R1056,T300247,G070193,2,mixed_read_through
EANN00911541|R0564|DP|T300247|2,dpar,0,DP,EANN00911541,R0564,T300247,G070193,2,mixed_read_through
EANN00911541|R1056|DI|T300251|3,dins,0,DI,EANN00911541,R1056,T300251,G070193,3,mixed_read_through
EANN00911541|R0564|DP|T300251|3,dpar,0,DP,EANN00911541,R0564,T300251,G070193,3,mixed_read_through
EANN00911541|R1056|DI|T300252|4,dins,0,DI,EANN00911541,R1056,T300252,G070193,4,mixed_read_through
EANN00911541|R0564|DP|T300252|4,dpar,0,DP,EANN00911541,R0564,T300252,G070193,4,mixed_read_through
EANN00911541|R1056|DI|T300254|3,dins,0,DI,EANN00911541,R1056,T300254,G070193,3,mixed_read_through
EANN00911541|R0564|DP|T300254|3,dpar,0,DP,EANN00911541,R0564,T300254,G070193,3,mixed_read_through
EANN00911542|R1056|DF|ENST00000362420.1|1,dcom,1,DF,EANN00911542,R1056,ENST00000362420.1,ENSG00000199290.1,1,misc_RNA
EANN00911543|R1056|DF|ENST00000441380.1|1,dcom,1,DF,EANN00911543,R1056,ENST00000441380.1,ENSG00000235821.1,1,processed_pseudogene
EANN00911544|R1056|DF|T300261|1,dcom,1,DF,EANN00911544,R1056,T300261,G070194,1,lncRNA
EANN00911544|R0564|DP|T300261|1,dpar,1,DP,EANN00911544,R0564,T300261,G070194,1,lncRNA
EANN00911545|R1056|DF|ENST00000606834.1|1,dcom,1,DF,EANN00911545,R1056,ENST00000606834.1,ENSG00000272236.1,1,lncRNA
EANN00911546|R1056|DP|T300244|5,dpar,0,DP,EANN00911546,R1056,T300244,G070193,5,mixed_read_through
EANN00911546|R0564|DP|T300244|5,dpar,0,DP,EANN00911546,R0564,T300244,G070193,5,mixed_read_through
EANN00911547|R1056|DP|T300245|2,dpar,0,DP,EANN00911547,R1056,T300245,G070193,2,mixed_read_through
EANN00911547|R0564|DP|T300245|2,dpar,0,DP,EANN00911547,R0564,T300245,G070193,2,mixed_read_through
EANN00911548|R1056|DP|T300255|3,dpar,0,DP,EANN00911548,R1056,T300255,G070193,3,mixed_read_through
EANN00911548|R0564|DP|T300255|3,dpar,0,DP,EANN00911548,R0564,T300255,G070193,3,mixed_read_through
EANN00911549|R1056|DF|ENST00000648999.1|1,dcom,1,DF,EANN00911549,R1056,ENST00000648999.1,ENSG00000285761.1,1,lncRNA
EANN00911549|R0564|DP|ENST00000648999.1|1,dpar,1,DP,EANN00911549,R0564,ENST00000648999.1,ENSG00000285761.1,1,lncRNA
EANN00911550|R1056|DC|T300243|3,dcom,0,DC,EANN00911550,R1056,T300243,G070193,3,mixed_read_through
EANN00911550|R0564|DC|T300243|3,dcom,0,DC,EANN00911550,R0564,T300243,G070193,3,mixed_read_through
EANN00911752|R1083|DF|T300310|1,dpar,1,DF,EANN00911752,R1083,T300310,G070215,1,lncRNA
EANN00911764|R0635|DC|T300310|3,dcom,0,DC,EANN00911764,R0635,T300310,G070215,3,lncRNA
EANN00911768|R0635|DC|T300310|4,dcom,0,DC,EANN00911768,R0635,T300310,G070215,4,lncRNA
EANN00911753|R1083|DF|T300311|1,dpar,1,DF,EANN00911753,R1083,T300311,G070215,1,lncRNA
EANN00911764|R0635|DC|T300311|3,dcom,0,DC,EANN00911764,R0635,T300311,G070215,3,lncRNA
EANN00911768|R0635|DC|T300311|4,dcom,0,DC,EANN00911768,R0635,T300311,G070215,4,lncRNA
EANN00911754|R1083|DF|T300308|1,dpar,1,DF,EANN00911754,R1083,T300308,G070215,1,lncRNA
EANN00911764|R0635|DC|T300308|3,dcom,0,DC,EANN00911764,R0635,T300308,G070215,3,lncRNA
EANN00911768|R0635|DC|T300308|4,dcom,0,DC,EANN00911768,R0635,T300308,G070215,4,lncRNA
EANN00911755|R1083|DF|T300312|1,dpar,1,DF,EANN00911755,R1083,T300312,G070215,1,lncRNA
EANN00911764|R0635|DC|T300312|3,dcom,0,DC,EANN00911764,R0635,T300312,G070215,3,lncRNA
EANN00911768|R0635|DC|T300312|4,dcom,0,DC,EANN00911768,R0635,T300312,G070215,4,lncRNA
EANN00911756|R1083|DF|T300313|1,dpar,1,DF,EANN00911756,R1083,T300313,G070215,1,lncRNA
EANN00911764|R0635|DC|T300313|3,dcom,0,DC,EANN00911764,R0635,T300313,G070215,3,lncRNA
EANN00911768|R0635|DC|T300313|4,dcom,0,DC,EANN00911768,R0635,T300313,G070215,4,lncRNA
EANN00911757|R1083|DI|T300307|1,dins,1,DI,EANN00911757,R1083,T300307,G070215,1,lncRNA
EANN00911757|R1083|DI|T300309|1,dins,1,DI,EANN00911757,R1083,T300309,G070215,1,lncRNA
EANN00911764|R0635|DC|T300309|2,dcom,0,DC,EANN00911764,R0635,T300309,G070215,2,lncRNA
EANN00911768|R0635|DC|T300309|3,dcom,0,DC,EANN00911768,R0635,T300309,G070215,3,lncRNA
EANN00911757|R1083|DI|T300314|1,dins,1,DI,EANN00911757,R1083,T300314,G070215,1,lncRNA
EANN00911764|R0635|DC|T300314|2,dcom,0,DC,EANN00911764,R0635,T300314,G070215,2,lncRNA
EANN00911768|R0635|DC|T300314|3,dcom,0,DC,EANN00911768,R0635,T300314,G070215,3,lncRNA
EANN00911757|R1083|DI|T300315|1,dins,1,DI,EANN00911757,R1083,T300315,G070215,1,lncRNA
EANN00911764|R0635|DC|T300315|2,dcom,0,DC,EANN00911764,R0635,T300315,G070215,2,lncRNA
EANN00911768|R0635|DC|T300315|3,dcom,0,DC,EANN00911768,R0635,T300315,G070215,3,lncRNA
EANN00911757|R1083|DI|T300316|1,dins,1,DI,EANN00911757,R1083,T300316,G070215,1,lncRNA
EANN00911764|R0635|DC|T300316|2,dcom,0,DC,EANN00911764,R0635,T300316,G070215,2,lncRNA
EANN00911768|R0635|DC|T300316|3,dcom,0,DC,EANN00911768,R0635,T300316,G070215,3,lncRNA
EANN00911757|R1083|DI|T300317|1,dins,1,DI,EANN00911757,R1083,T300317,G070215,1,lncRNA
EANN00911764|R0635|DC|T300317|2,dcom,0,DC,EANN00911764,R0635,T300317,G070215,2,lncRNA
EANN00911768|R0635|DC|T300317|3,dcom,0,DC,EANN00911768,R0635,T300317,G070215,3,lncRNA
EANN00911758|R1083|DI|ENST00000444051.1|2,dins,0,DI,EANN00911758,R1083,ENST00000444051.1,ENSG00000204623.9,2,transcribed_unitary_pseudogene
EANN00911763|R0635|DF|ENST00000444051.1|1,dcom,1,DF,EANN00911763,R0635,ENST00000444051.1,ENSG00000204623.9,1,transcribed_unitary_pseudogene
EANN00911759|R1083|DC|ENST00000437417.5|6,dcom,0,DC,EANN00911759,R1083,ENST00000437417.5,ENSG00000204623.9,6,transcribed_unitary_pseudogene
EANN00911764|R0635|DC|ENST00000437417.5|4,dcom,0,DC,EANN00911764,R0635,ENST00000437417.5,ENSG00000204623.9,4,transcribed_unitary_pseudogene
